"Carimbo de data/hora","Há quantos anos você dá aula de guitarra?
Pode ser só o número.","Quantos alunos você já ensinou até hoje?

Somando aula particular, turma e aluno de internet. Não precisa contar certinho — se estiver na dúvida, chuta pra menos.","Só uma confirmação","Me conta a sua história em umas 4 linhas.

Do jeito que você contaria pra alguém que nunca te viu tocar: onde aprendeu, onde já tocou, há quanto tempo ensina e por que resolveu montar esse método. Escreve solto, sem se preocupar com as palavras — eu dou uma ajeitada sem mudar o que você disse.","Seu nome na página: com K ou com C?

No seu canal está ""Dinho Moska"", mas em alguns vídeos você assina ""Dinho Mosca"". Preciso usar um só, senão fica trocando de um canto pro outro.","Quanto você quer cobrar pelo curso?

Só o valor, ex.: 197.","Pode parcelar? Em quantas vezes?

Se não quiser parcelar, deixa em branco.","A pessoa tem quantos dias pra desistir e pedir o dinheiro de volta?

Hoje a página promete 7 dias. Por lei tem que ser 7 no mínimo, mas você pode dar mais se quiser — quanto mais tempo, mais confiança passa.","Pode continuar com o vídeo do Fernando?","Quais dessas fotos você tem ou consegue tirar?","Quer me falar alguma coisa sobre as fotos?

Tipo: ""a do palco é a que eu mais gosto"", ""não usa a de camiseta branca"", ""mês que vem eu faço umas novas"".","Se um aluno comprar e tiver problema pra entrar, ele fala com quem?

A página promete que a pessoa pode chamar alguém se der ruim. Me passa um e-mail ou um WhatsApp que você acompanha — pode ser o seu mesmo.","A frase grande do topo pode ficar?

Ela está assim: ""Pare de decorar formas. Comece a improvisar."" É a primeira coisa que a pessoa lê quando abre a página. Se quiser mudar, marca a última opção e escreve a sua.","Tem alguma coisa que você NÃO quer que a página diga?

Alguma promessa que te deixa desconfortável, comparação com outro professor, algum número que você prefere não mostrar. É muito mais fácil tirar agora do que depois que estiver no ar.","Tem alguma pergunta que seus alunos vivem te fazendo?

A página já responde as principais: como recebe o acesso, o que fazer se não conseguir entrar, pra quem é o curso, se precisa saber ler música, por quanto tempo tem acesso e se dá pra assistir no celular. Se faltar alguma que você escuta sempre, me fala."
"2026/09/16 7:19:09 PM GMT-3","35 anos ","2.0000","Confirmo que esses dois números são verdadeiros e que eu consigo explicar de onde eles saíram, se alguém perguntar.","Inicie meu contato com a música aos 14 anos na igreja, onde tive o interesse em tocar um instrumento, passando a ter aulas com alguns músicos da região, aos 20 anos já estava tocando com bandas e artistas da região, e começando a dar aulas na comunidade em morava, esse contato profissional com a música me levou a ser professor de várias escolas de musicais, como colégio salesiano, espaço Muiscal Asafe e escola dom bosco de artes e ofícios, a 15 anos fundei meu próprio espaço o DM project music, por onde já passou vários músicos que hoje vivem profissionalmente da música.

","Dinho Moska","97","","","","Nenhuma ainda — preciso tirar","","Opção 1","Não sei, prefiro conversar sobre isso","Nao",""
